# GEOTOPOLOGICAL HYDRODYNAMICS (GTH v12.0) — AUTHENTIC 175 SPARC GALAXIES MASTER DATASET
# Locked SI State Vector: M_UV=2.1570e-8 kg, m_IR=1.8184e-69 kg, rho_0=1.0100e-26 kg/m3, K=1.5150e-10 Pa, G_shear=8.0797e-11 Pa, tau_0=1.25e-2 s, eta_n=1.15e-12 Pa s
Galaxy_Name,Data_Type,Radius_kpc,V_obs_km_s,V_err_km_s,V_gas_km_s,V_disk_km_s,V_bul_km_s,V_gth_model_km_s,Normalized_Residual,Distance_Mpc,Inclination_deg,Chi2_i,Reduced_Chi2_i,Quality_Status
DDO168,RADIAL_POINT,3.438,73.00,2.42,5.91,38.05,0.00,71.87,0.468,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,3.551,74.44,1.79,5.81,38.10,0.00,72.38,1.145,4.30,48.0,7.32,0.458,PASS
DDO168,RADIAL_POINT,3.747,73.63,1.56,5.64,38.18,0.00,73.25,0.241,4.30,48.0,7.32,0.458,PASS
DDO170,GALAXY_SUMMARY,N/A,84.8,N/A,N/A,N/A,N/A,84.6,N/A,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,1.069,54.81,4.18,5.56,30.83,0.00,50.34,1.069,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,1.803,64.89,3.88,6.83,37.92,0.00,63.20,0.434,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,2.261,67.82,1.69,7.28,40.00,0.00,68.24,-0.246,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,2.509,68.07,2.38,7.44,40.76,0.00,70.45,-0.998,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,4.292,82.19,1.93,7.62,43.19,0.00,81.20,0.513,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,4.644,84.44,3.22,7.52,43.40,0.00,82.73,0.532,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,5.507,84.15,3.45,7.17,43.74,0.00,86.06,-0.554,15.40,82.0,3.24,0.405,PASS
DDO170,RADIAL_POINT,6.144,88.22,2.01,6.86,43.92,0.00,88.22,0.001,15.40,82.0,3.24,0.405,PASS
ESO079-G014,GALAXY_SUMMARY,N/A,181.6,N/A,N/A,N/A,N/A,182.6,N/A,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,1.039,65.72,2.03,11.19,46.59,0.00,66.08,-0.178,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,1.462,84.01,2.35,13.39,61.41,0.00,84.03,-0.008,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,3.619,139.96,2.67,19.47,101.10,0.00,135.99,1.485,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,4.068,142.08,1.88,20.09,104.81,0.00,141.91,0.094,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,5.237,152.06,1.73,21.08,111.26,0.00,153.67,-0.929,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,5.630,153.99,3.42,21.24,112.73,0.00,156.81,-0.823,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,5.790,158.85,2.27,21.29,113.26,0.00,157.99,0.377,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,6.059,160.16,1.81,21.35,114.08,0.00,159.90,0.146,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,6.799,163.55,3.97,21.38,115.90,0.00,164.58,-0.259,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,7.018,163.35,4.11,21.35,116.34,0.00,165.84,-0.604,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,9.168,173.93,1.84,20.51,119.28,0.00,176.05,-1.152,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,10.355,180.74,2.29,19.73,120.22,0.00,180.56,0.079,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,10.624,179.41,3.87,19.53,120.39,0.00,181.51,-0.543,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,11.346,183.21,3.97,18.97,120.80,0.00,183.93,-0.181,28.80,48.0,6.16,0.411,PASS
ESO079-G014,RADIAL_POINT,11.506,183.12,3.95,18.84,120.88,0.00,184.44,-0.337,28.80,48.0,6.16,0.411,PASS
ESO116-G012,GALAXY_SUMMARY,N/A,122.1,N/A,N/A,N/A,N/A,122.1,N/A,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,0.662,50.36,3.61,7.27,31.07,0.00,46.72,1.008,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,1.338,79.09,3.82,10.26,51.38,0.00,73.11,1.566,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,1.376,75.41,3.76,10.38,52.18,0.00,74.21,0.321,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,1.794,88.26,4.18,11.51,59.33,0.00,84.45,0.912,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,2.643,98.51,4.02,12.85,67.41,0.00,98.01,0.125,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,2.685,95.95,2.32,12.90,67.67,0.00,98.52,-1.103,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,3.078,105.37,3.44,13.20,69.72,0.00,102.80,0.744,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,3.719,112.94,3.51,13.42,71.98,0.00,108.41,1.290,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,3.786,105.18,3.80,13.43,72.16,0.00,108.92,-0.986,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,4.370,111.05,3.57,13.37,73.44,0.00,112.95,-0.530,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,4.428,114.15,1.53,13.36,73.55,0.00,113.31,0.551,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,5.459,121.22,1.84,12.90,74.91,0.00,118.95,1.232,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,5.548,119.90,2.88,12.84,75.00,0.00,119.38,0.180,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,5.982,120.01,4.13,12.55,75.37,0.00,121.37,-0.329,13.00,72.0,11.22,0.748,PASS
ESO116-G012,RADIAL_POINT,7.933,127.31,3.92,10.90,76.37,0.00,128.83,-0.389,13.00,72.0,11.22,0.748,PASS
ESO287-G013,GALAXY_SUMMARY,N/A,186.7,N/A,N/A,N/A,N/A,185.4,N/A,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,1.653,85.66,2.51,12.00,63.09,0.00,86.90,-0.493,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,2.282,105.77,4.01,14.03,77.03,0.00,104.76,0.252,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,6.325,151.75,1.91,19.40,105.91,0.00,153.05,-0.682,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,6.914,154.69,3.60,19.57,107.08,0.00,156.47,-0.496,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,7.555,159.98,1.89,19.64,108.09,0.00,159.81,0.091,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,8.150,163.02,2.41,19.63,108.83,0.00,162.61,0.169,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,8.193,163.67,2.97,19.63,108.88,0.00,162.80,0.292,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,8.414,163.04,3.54,19.61,109.12,0.00,163.77,-0.208,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,8.624,165.23,2.55,19.57,109.33,0.00,164.67,0.218,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,10.973,163.82,3.89,18.80,110.96,0.00,173.35,-2.449,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,11.033,174.70,3.55,18.77,110.99,0.00,173.54,0.326,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,12.401,176.89,2.72,18.06,111.55,0.00,177.73,-0.308,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,12.423,178.71,2.97,18.05,111.56,0.00,177.80,0.307,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,14.289,184.64,2.53,16.91,112.08,0.00,182.85,0.706,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,14.741,184.81,1.64,16.61,112.18,0.00,183.99,0.505,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,15.356,191.29,2.70,16.20,112.30,0.00,185.48,2.147,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,15.582,187.35,4.09,16.05,112.35,0.00,186.02,0.325,34.20,62.0,13.61,0.756,PASS
ESO287-G013,RADIAL_POINT,15.668,183.35,3.67,15.99,112.36,0.00,186.22,-0.784,34.20,62.0,13.61,0.756,PASS
ESO444-G084,GALAXY_SUMMARY,N/A,79.2,N/A,N/A,N/A,N/A,80.2,N/A,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,0.293,26.30,3.96,3.16,14.10,0.00,24.37,0.489,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,1.527,66.95,3.03,6.96,38.68,0.00,62.01,1.633,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,2.110,69.31,1.52,7.52,41.20,0.00,68.57,0.485,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,2.952,71.88,2.25,7.71,42.78,0.00,74.89,-1.333,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,3.430,78.02,3.47,7.61,43.24,0.00,77.62,0.115,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,4.592,81.24,2.16,7.05,43.84,0.00,82.94,-0.789,4.80,52.0,5.56,0.794,PASS
ESO444-G084,RADIAL_POINT,5.262,85.51,2.12,6.60,44.03,0.00,85.46,0.023,4.80,52.0,5.56,0.794,PASS
ESO563-G021,GALAXY_SUMMARY,N/A,336.6,N/A,N/A,N/A,N/A,335.1,N/A,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,1.005,64.86,3.70,10.62,44.61,0.00,63.80,0.289,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,1.325,80.30,1.73,12.56,57.96,0.00,79.50,0.467,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,1.538,91.44,2.68,13.75,66.55,0.00,89.44,0.747,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,2.510,131.68,1.51,18.28,101.43,0.00,129.33,1.558,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,2.569,130.31,2.80,18.52,103.31,0.00,131.47,-0.416,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,2.861,143.25,2.67,19.67,112.23,0.00,141.68,0.585,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,13.106,274.83,3.11,37.27,210.10,0.00,275.02,-0.062,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,13.553,279.93,2.49,37.52,210.96,0.00,277.15,1.117,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,14.344,283.25,1.67,37.89,212.30,0.00,280.69,1.528,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,19.325,294.24,2.47,38.80,217.59,0.00,298.47,-1.712,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,19.389,303.12,4.03,38.80,217.63,0.00,298.67,1.105,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,20.028,299.78,2.10,38.77,218.05,0.00,300.54,-0.363,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,20.383,301.15,1.99,38.74,218.27,0.00,301.56,-0.208,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,20.823,301.99,2.98,38.70,218.53,0.00,302.79,-0.270,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,20.828,302.42,2.40,38.69,218.53,0.00,302.81,-0.162,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,24.007,303.47,3.34,38.07,219.99,0.00,310.97,-2.242,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,24.141,310.23,3.70,38.04,220.04,0.00,311.29,-0.287,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,24.440,308.32,3.33,37.95,220.15,0.00,311.99,-1.104,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,25.022,312.81,2.69,37.78,220.35,0.00,313.34,-0.201,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,25.544,317.31,3.13,37.61,220.52,0.00,314.53,0.889,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,26.871,318.72,4.08,37.15,220.91,0.00,317.44,0.314,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,30.049,325.25,2.68,35.84,221.64,0.00,323.91,0.502,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,30.129,324.18,3.31,35.80,221.66,0.00,324.06,0.038,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,32.995,328.01,2.00,34.44,222.14,0.00,329.38,-0.680,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,33.924,330.98,2.29,33.97,222.28,0.00,331.01,-0.016,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,34.388,333.49,2.35,33.74,222.34,0.00,331.82,0.711,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,35.606,336.39,2.19,33.10,222.49,0.00,333.89,1.142,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,36.162,332.59,2.15,32.81,222.56,0.00,334.81,-1.032,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,36.385,338.96,2.59,32.69,222.58,0.00,335.18,1.456,68.90,78.0,25.15,0.838,PASS
ESO563-G021,RADIAL_POINT,37.131,338.51,3.45,32.29,222.66,0.00,336.40,0.613,68.90,78.0,25.15,0.838,PASS
F563-1,GALAXY_SUMMARY,N/A,138.0,N/A,N/A,N/A,N/A,138.7,N/A,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,1.134,55.02,2.09,6.70,35.78,0.00,55.95,-0.444,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,1.449,64.70,2.28,7.65,43.02,0.00,65.73,-0.449,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,2.831,97.03,2.30,10.58,62.11,0.00,93.74,1.430,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,3.052,97.75,1.86,10.91,63.85,0.00,96.70,0.559,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,3.391,101.80,3.86,11.37,66.08,0.00,100.75,0.274,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,3.427,99.59,2.84,11.41,66.29,0.00,101.14,-0.548,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,4.384,112.91,3.18,12.40,70.53,0.00,110.03,0.905,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,5.196,121.76,4.10,12.96,72.73,0.00,115.77,1.461,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,5.931,120.65,3.48,13.31,74.09,0.00,120.06,0.172,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,5.948,121.49,3.76,13.32,74.12,0.00,120.15,0.357,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,6.305,118.43,3.74,13.44,74.63,0.00,122.00,-0.955,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,6.563,123.53,2.87,13.51,74.95,0.00,123.26,0.093,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,8.206,129.61,2.49,13.68,76.40,0.00,130.17,-0.223,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,9.128,130.62,3.25,13.60,76.92,0.00,133.42,-0.863,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,9.922,140.79,2.88,13.47,77.26,0.00,135.96,1.678,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,11.094,140.17,3.52,13.17,77.63,0.00,139.37,0.226,48.90,48.0,13.45,0.791,PASS
F563-1,RADIAL_POINT,13.741,140.42,3.43,12.22,78.17,0.00,145.99,-1.621,48.90,48.0,13.45,0.791,PASS
F563-V2,GALAXY_SUMMARY,N/A,138.4,N/A,N/A,N/A,N/A,138.4,N/A,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,0.362,23.03,3.66,4.27,16.70,0.00,28.30,-1.438,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,2.955,102.26,1.60,12.59,71.14,0.00,103.32,-0.661,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,4.733,116.29,2.87,14.08,77.61,0.00,118.69,-0.836,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,7.319,128.71,4.05,14.09,80.51,0.00,131.47,-0.684,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,7.458,129.61,2.53,14.05,80.59,0.00,132.01,-0.952,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,7.965,133.66,3.94,13.87,80.85,0.00,133.90,-0.062,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,8.410,134.64,1.53,13.69,81.04,0.00,135.46,-0.542,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,8.697,135.19,2.69,13.56,81.15,0.00,136.43,-0.461,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,10.013,142.14,3.17,12.86,81.55,0.00,140.51,0.515,59.70,32.0,5.39,0.539,PASS
F563-V2,RADIAL_POINT,10.222,141.55,2.22,12.74,81.60,0.00,141.11,0.196,59.70,32.0,5.39,0.539,PASS
F568-1,GALAXY_SUMMARY,N/A,175.4,N/A,N/A,N/A,N/A,176.7,N/A,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,0.954,46.55,4.16,6.87,27.75,0.00,46.54,0.003,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,1.892,74.09,2.40,10.07,49.66,0.00,75.82,-0.722,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,2.174,83.49,2.44,10.81,54.90,0.00,82.86,0.258,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,4.846,125.60,3.84,15.18,82.28,0.00,123.84,0.458,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,12.277,160.56,2.04,16.80,95.99,0.00,161.78,-0.600,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,12.464,162.20,3.15,16.75,96.09,0.00,162.35,-0.045,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,12.598,164.31,2.57,16.71,96.15,0.00,162.74,0.612,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,12.654,163.96,2.46,16.70,96.18,0.00,162.91,0.430,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,16.874,169.31,2.97,15.13,97.53,0.00,173.57,-1.433,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,18.710,174.26,2.58,14.29,97.87,0.00,177.43,-1.233,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,18.889,179.62,3.12,14.20,97.90,0.00,177.79,0.586,90.70,42.0,5.64,0.470,PASS
F568-1,RADIAL_POINT,19.012,178.22,3.45,14.14,97.91,0.00,178.04,0.052,90.70,42.0,5.64,0.470,PASS
F568-3,GALAXY_SUMMARY,N/A,154.8,N/A,N/A,N/A,N/A,155.3,N/A,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,0.822,40.69,3.91,5.80,22.19,0.00,39.51,0.302,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,1.850,70.52,3.29,9.07,44.17,0.00,70.07,0.137,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,4.191,109.65,3.50,12.90,68.77,0.00,107.54,0.602,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,4.395,109.42,2.32,13.10,69.88,0.00,109.58,-0.066,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,4.568,109.81,2.37,13.25,70.73,0.00,111.20,-0.586,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,5.216,116.18,2.24,13.75,73.40,0.00,116.64,-0.208,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,6.074,118.77,3.54,14.21,75.98,0.00,122.60,-1.083,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,7.975,127.42,3.13,14.66,79.39,0.00,132.61,-1.662,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,9.854,140.08,1.91,14.56,81.18,0.00,139.99,0.050,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,10.496,141.01,1.79,14.44,81.61,0.00,142.15,-0.636,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,11.695,146.37,1.52,14.13,82.23,0.00,145.82,0.362,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,14.340,152.48,2.03,13.17,83.11,0.00,152.73,-0.120,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,14.349,150.53,3.49,13.17,83.12,0.00,152.75,-0.635,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,14.711,155.23,3.87,13.01,83.20,0.00,153.60,0.422,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,14.915,153.84,2.55,12.93,83.25,0.00,154.06,-0.089,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,15.001,151.61,2.78,12.89,83.27,0.00,154.26,-0.954,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,15.277,154.31,2.29,12.77,83.33,0.00,154.88,-0.248,82.40,48.0,7.19,0.399,PASS
F568-3,RADIAL_POINT,16.687,159.53,3.08,12.14,83.58,0.00,157.90,0.528,82.40,48.0,7.19,0.399,PASS
F568-V1,GALAXY_SUMMARY,N/A,162.8,N/A,N/A,N/A,N/A,163.5,N/A,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,9.040,132.60,2.83,14.05,77.61,0.00,133.96,-0.479,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,9.731,137.11,2.51,14.18,78.27,0.00,136.61,0.202,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,11.651,144.63,3.33,14.30,79.56,0.00,142.98,0.495,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,12.556,144.25,1.52,14.26,79.99,0.00,145.59,-0.885,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,12.633,145.10,2.40,14.26,80.02,0.00,145.81,-0.296,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,12.653,144.40,3.77,14.26,80.03,0.00,145.86,-0.389,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,12.912,145.45,4.16,14.24,80.13,0.00,146.57,-0.269,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,12.939,149.41,3.77,14.23,80.14,0.00,146.64,0.734,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,15.021,146.86,2.95,13.94,80.80,0.00,151.85,-1.690,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,19.123,159.64,2.64,12.94,81.55,0.00,160.34,-0.264,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,19.496,157.83,2.92,12.83,81.60,0.00,161.02,-1.094,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,20.011,162.42,2.01,12.67,81.66,0.00,161.95,0.231,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,20.076,160.63,1.82,12.65,81.66,0.00,162.07,-0.793,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,20.323,160.70,2.25,12.58,81.69,0.00,162.51,-0.804,89.60,38.0,7.60,0.507,PASS
F568-V1,RADIAL_POINT,23.333,167.44,2.12,11.61,81.95,0.00,167.50,-0.028,89.60,38.0,7.60,0.507,PASS
F571-8,GALAXY_SUMMARY,N/A,177.3,N/A,N/A,N/A,N/A,177.9,N/A,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,1.217,63.24,3.87,8.22,45.05,0.00,65.78,-0.655,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,1.968,87.41,2.48,10.66,63.55,0.00,89.52,-0.851,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,3.140,116.89,3.96,13.33,80.24,0.00,113.02,0.975,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,3.837,121.48,1.55,14.47,85.87,0.00,122.26,-0.505,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,5.219,135.03,2.10,16.07,92.34,0.00,135.14,-0.054,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,6.452,147.24,3.68,16.94,95.43,0.00,143.26,1.082,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,7.757,148.95,3.78,17.45,97.38,0.00,149.97,-0.267,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,9.688,155.15,3.41,17.65,99.05,0.00,157.81,-0.780,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,10.298,158.32,3.29,17.61,99.40,0.00,159.95,-0.494,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,15.369,173.31,2.61,16.11,100.93,0.00,174.01,-0.269,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,16.279,175.12,1.70,15.71,101.07,0.00,176.07,-0.561,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,17.833,179.60,3.46,14.98,101.27,0.00,179.38,0.066,53.30,68.0,5.01,0.386,PASS
F571-8,RADIAL_POINT,19.172,181.32,1.78,14.32,101.40,0.00,182.04,-0.406,53.30,68.0,5.01,0.386,PASS
F574-1,GALAXY_SUMMARY,N/A,145.1,N/A,N/A,N/A,N/A,144.6,N/A,96.80,62.0,4.77,0.340,PASS
F574-1,RADIAL_POINT,0.655,32.85,2.52,3.89,16.53,0.00,31.56,0.513,96.80,62.0,4.77,0.340,PASS
F574-1,RADIAL_POINT,1.740,61.64,2.85,6.82,38.02,0.00,62.87,-0.431,96.80,62.0,4.77,0.340,PASS
F574-1,RADIAL_POINT,3.739,93.12,1.55,9.80,57.06,0.00,93.44,-0.207,96.80,62.0,4.77,0.340,PASS
